	doi	registration_agency
4676	10.1126/sciadv.aar8028	Crossref
4677	10.1111/gcb.13115	Crossref
4678	10.1111/j.1365-2486.2007.01451.x	Crossref
4679	10.1126/science.1262073	Crossref
4680	10.1111/gcb.14404	Crossref
4681	10.1098/rspb.2015.0587	Crossref
4682	10.1073/pnas.0910773106	Crossref
4683	10.1016/j.jembe.2010.12.002	Crossref
4684	10.1016/j.jembe.2016.10.014	Crossref
4685	10.1007/s00338-015-1386-8	Crossref
4686	10.3354/cr00917	Crossref
4687	10.1098/rstb.2013.0269	Crossref
4688	10.7717/peerj.2597	Crossref
4689	10.5194/bg-8-919-2011	Crossref
4690	10.1016/j.tourman.2019.02.005	Crossref
4691	10.1016/j.ecss.2016.07.020	Crossref
4692	10.5194/bg-11-5115-2014	Crossref
4693	10.1038/ncomms10926	Crossref
4694	10.5194/bg-10-6339-2013	Crossref
4695	10.1038/nclimate2387	Crossref
4696	10.1007/s10584-015-1376-4	Crossref
4697	10.1029/2008GL034773	Crossref
4698	10.1038/ngeo1441	Crossref
4699	10.1016/j.ocecoaman.2016.08.009	Crossref
4700	10.1016/j.jembe.2016.10.005	Crossref
4701	10.1007/s11356-010-0338-7	Crossref
4702	10.1016/j.marenvres.2018.12.001	Crossref
4703	10.2112/SI77-004.1	Crossref
4704	10.1101/467175	Crossref
4705	10.1038/nature15538	Crossref
4706	10.1098/rsbl.2018.0781	Crossref
4707	10.3389/fmars.2017.00143	Crossref
4708	10.5194/bg-12-6321-2015	Crossref
4709	10.1002/2016GB005426	Crossref
4710	10.3402/ijch.v73.22732	Crossref
4711	10.1038/s41598-018-24630-6	Crossref
4712	10.1016/j.ecoser.2018.10.013	Crossref
4713	10.3389/fmars.2014.00078	Crossref
4714	10.1038/s41467-019-09554-7	Crossref
4715	10.1175/JCLI-D-12-00752.1	Crossref
4716	10.1007/s10584-013-0736-1	Crossref
4717	10.1038/ncomms15347	Crossref
4718	10.1016/j.ecss.2017.09.007	Crossref
4719	10.1071/EN09127	Crossref
4720	10.1046/j.1467-2979.2001.00033.x	Crossref
4721	10.1007/s10811-015-0639-9	Crossref
4722	10.1007/s00248-017-1086-8	Crossref
4723	10.1016/j.pocean.2015.05.008	Crossref
4724	10.1371/journal.pone.0086764	Crossref
4725	10.1007/978-3-319-64599-5_17	Crossref
4726	10.1175/BAMS-D-16-0030.1	Crossref
4727	10.1088/1748-9326/aaa7ad	Crossref
4728	10.1002/fee.1484	Crossref
4729	10.1038/srep44071	Crossref
4730	10.1038/nclimate3038	Crossref
4732	10.1146/annurev-marine-010814-015912	Crossref
4733	10.3354/meps12462	Crossref
4734	10.1098/rsbl.2018.0200	Crossref
4735	10.1038/srep25701	Crossref
4736	10.1017/aee.2015.48	Crossref
4737	10.1177/1759313116683962	Crossref
4738	10.1371/journal.pone.0099312	Crossref
4739	10.1111/j.1365-2486.2009.02130.x	Crossref
4740	10.1038/s41598-018-32249-w	Crossref
4741	10.1007/s11069-014-1365-3	Crossref
4742	10.1038/ncomms6094	Crossref
4743	10.1016/j.foodres.2010.02.010	Crossref
4744	10.1007/s10021-017-0134-z	Crossref
4745	10.1073/pnas.1415311112	Crossref
4746	10.1111/gcb.13594	Crossref
4747	10.1007/s11625-019-00666-z	Crossref
4748	10.1002/fee.1808	Crossref
4749	10.1088/1748-9326/7/3/034022	Crossref
4750	10.1007/s10021-013-9651-6	Crossref
4751	10.1007/s13157-015-0690-y	Crossref
4752	10.3389/fmars.2016.00050	Crossref
4753	10.1016/j.dsr2.2014.01.018	Crossref
4754	10.1016/j.hal.2014.02.008	Crossref
4755	10.1016/j.ocecoaman.2017.07.011	Crossref
4756	10.1016/j.jclepro.2017.12.246	Crossref
4757	10.1371/journal.pone.0211473	Crossref
4758	10.1126/science.1188703	Crossref
4759	10.1016/j.cities.2017.08.007	Crossref
4760	10.1016/j.cageo.2015.12.006	Crossref
4761	10.1038/srep13690	Crossref
4762	10.1016/j.ecss.2013.04.021	Crossref
4763	10.1016/j.ecoleng.2009.12.018	Crossref
4764	10.1002/2016GL070023	Crossref
4765	10.1016/j.cosust.2013.11.028	Crossref
4766	10.1126/sciadv.1603155	Crossref
4767	10.1016/j.marpolbul.2013.02.010	Crossref
4768	10.1007/s003380050213	Crossref
4769	10.1080/18366503.2017.1400899	Crossref
4770	10.1007/s00338-017-1584-7	Crossref
4771	10.2113/gsjfr.44.4.341	Crossref
4772	10.1111/j.1466-8238.2007.00317.x	Crossref
4773	10.1111/gcb.13116	Crossref
4774	10.1073/pnas.1606798114	Crossref
4775	10.1093/czoolo/61.4.617	Crossref
4776	10.1890/110004	Crossref
4777	10.1038/nclimate1826	Crossref
4778	10.1016/j.crm.2017.01.005	Crossref
4780	10.1111/faf.12082	Crossref
4782	10.1038/nclimate1229	Crossref
4783	10.1016/j.ocemod.2017.11.001	Crossref
4784	10.1016/j.gloenvcha.2015.02.008	Crossref
4786	10.1016/j.rse.2017.03.039	Crossref
4788	10.1016/j.jmarsys.2009.12.010	Crossref
4790	10.5751/ES-07509-200235	Crossref
4791	10.1175/JPO-D-15-0055.1	Crossref
4792	10.1016/j.ocecoaman.2017.06.005	Crossref
4793	10.1016/j.tourman.2016.01.010	Crossref
4794	10.5194/bg-6-1273-2009	Crossref
4795	10.1038/srep17962	Crossref
4796	10.1007/s10750-005-1120-6	Crossref
4797	10.1016/j.ssci.2017.12.022	Crossref
4798	10.1016/j.scitotenv.2019.02.391	Crossref
4799	10.1111/cjag.12011	Crossref
4800	10.1016/j.ocecoaman.2014.05.003	Crossref
4801	10.1016/j.ecoleng.2014.12.002	Crossref
4802	10.1007/s00382-012-1442-9	Crossref
4803	10.1098/rspb.2018.2866	Crossref
4804	10.5194/bgd-10-8505-2013	Crossref
4805	10.1038/376501a0	Crossref
4806	10.1016/j.ocecoaman.2016.10.002	Crossref
4807	10.1016/j.ecolecon.2015.08.005	Crossref
4808	10.1002/2013PA002483	Crossref
4809	10.1073/pnas.1417130112	Crossref
4810	10.1038/NCLIMATE2769	Crossref
4811	10.3389/fenvs.2019.00049	Crossref
4812	10.1073/pnas.1712806115	Crossref
4815	10.1371/journal.pone.0178196	Crossref
4816	10.3897/natureconservation.16.8604	Crossref
4817	10.1021/acs.est.6b05942	Crossref
4818	10.1038/ngeo1765	Crossref
4819	10.1073/pnas.1721206115	Crossref
4820	10.1016/j.proeng.2017.08.027	Crossref
4822	10.1111/j.1365-2486.2009.01960.x	Crossref
4823	10.1016/j.biortech.2016.03.060	Crossref
4824	10.5194/bg-2017-367	Crossref
4825	10.3389/fmars.2017.00224	Crossref
4826	10.1371/journal.pone.0196127	Crossref
4827	10.1021/es050431n	Crossref
4828	10.1038/nature12363	Crossref
4829	10.3390/w6010059	Crossref
4830	10.1016/j.csr.2012.07.003	Crossref
4831	10.1029/2010JC006387	Crossref
4832	10.1016/j.cub.2014.04.029	Crossref
4833	10.1038/nclimate2734	Crossref
4834	10.1007/s13437-016-0113-9	Crossref
4835	10.1016/j.psep.2012.10.008	Crossref
4836	10.1007/s10811-014-0435-y	Crossref
4837	10.1073/pnas.1510856112	Crossref
4838	10.1111/faf.12057	Crossref
4839	10.1108/IJCCSM-03-2013-0035	Crossref
4840	10.1038/ncomms13835	Crossref
4841	10.1002/2017GB005790	Crossref
4842	10.1016/j.proenv.2015.01.024	Crossref
4843	10.1016/j.marenvres.2015.05.005	Crossref
4844	10.1371/journal.pone.0154735	Crossref
4845	10.1016/j.dsr2.2013.05.025	Crossref
4846	10.3390/su9122209	Crossref
4847	10.1007/s12237-018-0429-0	Crossref
4848	10.1007/978-981-10-2624-9_13	Crossref
4849	10.1016/j.dsr.2015.06.006	Crossref
4850	10.1126/sciadv.aar4349	Crossref
4851	10.1016/j.ocecoaman.2017.03.002	Crossref
4852	10.5479/sil.52126.39088015628399	Crossref
4853	10.1002/wcc.507	Crossref
4854	10.1016/j.rsma.2016.05.005	Crossref
4855	10.1002/aqc.2755	Crossref
4856	10.1016/j.landusepol.2017.01.048	Crossref
4857	10.1016/j.ocecoaman.2015.11.022	Crossref
4858	10.1186/1741-7007-11-6	Crossref
4859	10.1016/B978-0-12-397310-8.00002-6	Crossref
4860	10.1016/j.worlddev.2017.04.033	Crossref
4861	10.3354/meps12029	Crossref
4862	10.1007/s10113-013-0486-7	Crossref
4863	10.1016/j.marpol.2018.07.016	Crossref
4864	10.1016/j.apenergy.2009.08.014	Crossref
4865	10.1016/j.jembe.2018.05.003	Crossref
4866	10.1016/j.marpolbul.2017.09.006	Crossref
4867	10.1016/j.gecco.2018.e00431	Crossref
4868	10.3389/fmars.2016.00047	Crossref
4869	10.1371/journal.pone.0065051	Crossref
4870	10.1007/s11160-014-9342-1	Crossref
4871	10.1038/nature16548	Crossref
4872	10.1016/B978-0-12-801060-0.00026-5	Crossref
4873	10.1016/j.coastaleng.2013.11.005	Crossref
4874	10.1088/1748-9326/aaae72	Crossref
4875	10.1016/j.ecss.2018.12.015	Crossref
4877	10.1641/0006-3568(2006)56[987:AGCFSE]2.0.CO;2	Resource not found
4879	10.1111/gcb.13895	Crossref
4880	10.1016/j.ecoleng.2017.07.015	Crossref
4881	10.1016/j.tra.2016.04.003	Crossref
4882	10.1016/j.hal.2017.08.003	Crossref
4883	10.1080/14649357.2018.1481993	Crossref
4884	10.1007/s00382-018-4158-7	Crossref
4885	10.1007/s00300-015-1760-6	Crossref
4886	10.1016/j.hal.2015.09.009	Crossref
4887	10.1021/acs.est.7b05950	Crossref
4888	10.1016/j.marpolbul.2017.10.036	Crossref
4889	10.1007/s10750-017-3309-x	Crossref
4890	10.1029/2007GL031712	Crossref
4891	10.1126/science.1251336	Crossref
4892	10.1126/science.1201609	Crossref
4893	10.1038/nature18450	Crossref
4894	10.1146/annurev-ecolsys-120213-091811	Crossref
4895	10.3354/cr01501	Crossref
4896	10.1175/WCAS-D-11-00039.1	Crossref
4897	10.1016/j.ocecoaman.2016.05.006	Crossref
4898	10.3389/fmars.2018.00532	Crossref
4899	10.3389/fmars.2018.00491	Crossref
4900	10.1016/j.geoforum.2017.02.014	Crossref
4901	10.1016/j.jembe.2014.07.021	Crossref
4902	10.3354/meps12242	Crossref
4903	10.1111/gcb.14520	Crossref
4904	10.1111/gcb.13831	Crossref
4905	10.1038/ncomms10244	Crossref
4906	10.3389/fmars.2017.00289	Crossref
4907	10.1111/1365-2435.12618	Crossref
4908	10.1007/s10113-017-1222-5	Crossref
4909	10.1002/wcc.451	Crossref
4911	10.1016/j.jenvman.2015.08.021	Crossref
4912	10.1016/j.csr.2014.04.011	Crossref
4913	10.1002/jgrc.20258	Crossref
4914	10.1016/j.ecolind.2017.07.014	Crossref
4915	10.1371/journal.pone.0043542	Crossref
4916	10.1016/j.marpol.2015.11.018	Crossref
4917	10.1080/15732479.2016.1229798	Crossref
4918	10.1016/j.ocecoaman.2017.05.007	Crossref
4919	10.1016/j.aquabot.2017.02.006	Crossref
4920	10.1038/ngeo1680	Crossref
4921	10.1002/ecs2.1808	Crossref
4922	10.1016/j.ecss.2015.10.033	Crossref
4923	10.1038/s41586-018-0194-z	Crossref
4924	10.1016/j.landurbplan.2014.08.013	Crossref
4925	10.5194/nhess-15-703-2015	Crossref
4926	10.1111/1365-2745.13053	Crossref
4927	10.1016/j.ocecoaman.2015.05.003	Crossref
4928	10.4319/lo.2003.48.6.2171	Crossref
4929	10.1038/nature11528	Crossref
4930	10.1016/j.csr.2017.02.004	Crossref
4931	10.1016/j.csr.2011.11.011	Crossref
4932	10.1111/gcb.12397	Crossref
4933	10.1098/rsos.150127	Crossref
4934	10.1038/s41586-019-1132-4	Crossref
4935	10.1126/science.aat2360	Crossref
4936	10.1126/science.1239352	Crossref
4937	10.1002/lno.10112	Crossref
4938	10.1086/702663	Crossref
4939	10.1016/j.marpol.2014.08.009	Crossref
4941	10.1007/s13157-011-0197-0	Crossref
4942	10.1038/NCLIMATE1958	Crossref
4943	10.3389/fmars.2016.00062	Crossref
4944	10.1093/icesjms/fsq198	Crossref
4945	10.1126/science.276.5309.93	Crossref
4946	10.1016/j.marpol.2016.01.005	Crossref
4947	10.1016/j.gloenvcha.2015.10.004	Crossref
4948	10.1242/jeb.134585	Crossref
4949	10.3354/meps10123	Crossref
4950	10.1093/icb/icw019	Crossref
4951	10.1016/j.ocecoaman.2014.12.024	Crossref
4952	10.1016/j.ocecoaman.2017.07.012	Crossref
4953	10.1016/j.ecss.2015.04.001	Crossref
4954	10.1016/j.ocecoaman.2017.04.018	Crossref
4955	10.1016/j.cosust.2013.11.022	Crossref
4956	10.1016/j.ecss.2013.07.016	Crossref
4957	10.1111/j.1365-2419.2010.00556.x	Crossref
4958	10.1016/j.cub.2016.11.003	Crossref
4959	10.1579/0044-7447-38.5.272	Crossref
4960	10.1016/j.dsr2.2017.05.011	Crossref
4962	10.1175/2010JCLI3682.1	Crossref
4964	10.1002/2014JC010180	Crossref
4965	10.1080/19475721003735765	Crossref
4966	10.1111/eva.12408	Crossref
4967	10.1242/jeb.123018	Crossref
4968	10.18564/jasss.2577	Crossref
4969	10.1098/rspb.2018.1887	Crossref
4970	10.3354/meps11151	Crossref
4971	10.5465/19416520.2012.676762	Crossref
4972	10.1016/j.ecoleng.2017.04.038	Crossref
4973	10.1111/gcb.13546	Crossref
4974	10.1038/srep19374	Crossref
4975	10.1016/j.ancene.2016.01.005	Crossref
4977	10.1371/journal.pone.0121374	Crossref
4978	10.1016/j.earscirev.2016.07.011	Crossref
4979	10.1016/j.ocecoaman.2015.06.024	Crossref
4980	10.1016/j.ecoser.2014.11.011	Crossref
4981	10.1007/s12237-015-0018-4	Crossref
4982	10.1038/nclimate1555	Crossref
4983	10.1098/rsbl.2018.0336	Crossref
4984	10.1016/j.gloenvcha.2017.07.002	Crossref
4985	10.1029/2009GL040217	Crossref
4986	10.1371/journal.pone.0066044	Crossref
4987	10.5305/procannmeetasil.106.0406	Crossref
4988	10.3354/meps10531	Crossref
4989	10.1038/ncomms13757	Crossref
4990	10.1038/ngeo1830	Crossref
4991	10.1016/j.landusepol.2017.10.055	Crossref
4992	10.1126/science.aal3869	Crossref
4993	10.1038/ngeo2722	Crossref
4994	10.1002/2016RG000533	Crossref
4995	10.1002/grl.50414	Crossref
4996	10.1038/s41561-018-0151-3	Crossref
4997	10.1126/sciadv.aar8195	Crossref
4998	10.1371/journal.pone.0136773	Crossref
5000	10.1038/s41558-018-0344-1	Crossref
5001	10.1038/ngeo2854	Crossref
5002	10.1038/nclimate2456	Crossref
5003	10.1038/nature06267	Crossref
5004	10.1371/journal.pone.0024802	Crossref
5005	10.3354/meps11645	Crossref
5006	10.1039/c0em00154f	Crossref
5007	10.1038/srep36897	Crossref
5008	10.1111/j.1526-100X.1995.tb00091.x	Crossref
5009	10.1007/s002270000293	Crossref
5010	10.1016/j.jembe.2005.06.014	Crossref
5011	10.1201/9781420003796.ch16	Crossref
5012	10.1016/j.marpolbul.2008.08.014	Crossref
5013	10.1016/j.cosust.2013.11.018	Crossref
5014	10.3390/jmse3010111	Crossref
5015	10.1016/j.jenvman.2015.07.028	Crossref
5016	10.1111/gcb.14576	Crossref
5017	10.3354/meps08515	Crossref
5020	10.1016/j.hal.2018.09.002	Crossref
5021	10.1126/science.aaa8026	Crossref
5022	10.1111/gcb.12048	Crossref
5023	10.1038/srep22615	Crossref
5024	10.1016/j.dsr.2017.07.006	Crossref
5025	10.1016/j.ecss.2015.12.016	Crossref
5026	10.1002/2013GL058799	Crossref
5027	10.1016/j.gloenvcha.2014.12.003	Crossref
5028	10.1007/s00382-014-2115-7	Crossref
5029	10.1126/science.aaq1614	Crossref
5030	10.5194/bg-12-7251-2015	Crossref
5031	10.5194/bg-11-4599-2014	Crossref
5033	10.1111/gcb.12867	Crossref
5034	10.1016/j.hal.2017.06.009	Crossref
5035	10.1016/j.marpol.2017.06.014	Crossref
5037	10.1038/nclimate1461	Crossref
5038	10.1146/annurev-environ-102014-021415	Crossref
5039	10.1016/j.ocecoaman.2018.01.009	Crossref
5040	10.5194/bg-13-2913-2016	Crossref
5041	10.4319/lo.2007.52.2.0886	Crossref
5042	10.5194/bg-6-3131-2009	Crossref
5043	10.1016/j.marpol.2015.12.010	Crossref
5044	10.1357/002224083788520153	Crossref
5045	10.1016/j.marpol.2017.10.001	Crossref
5046	10.1126/sciadv.aao4985	Crossref
5047	10.1016/j.ecss.2015.01.022	Crossref
5048	10.1073/pnas.0832439100	Crossref
5049	10.4000/ethnoecologie.813	Crossref
5050	10.1111/j.1439-0485.2010.00400.x	Crossref
5051	10.1016/j.dsr2.2008.07.018	Crossref
5052	10.5194/bg-12-2873-2015	Crossref
5053	10.1016/j.ecolmodel.2012.03.019	Crossref
5054	10.1016/j.ocecoaman.2017.10.004	Crossref
5055	10.1016/j.envsci.2017.01.009	Crossref
5056	10.1016/j.marpol.2017.05.032	Crossref
5057	10.1111/conl.12239	Crossref
5058	10.1038/nclimate2607	Crossref
5059	10.1029/2010GL045019	Crossref
5060	10.1002/2015GL064694	Crossref
5061	10.1002/2015JC011346	Crossref
5062	10.1073/pnas.1803546115	Crossref
5063	10.1126/science.1097403	Crossref
5064	10.1038/s41467-019-08842-6	Crossref
5065	10.1007/s13157-018-1016-7	Crossref
5066	10.1111/gcb.12341	Crossref
5067	10.1126/science.1256450	Crossref
5068	10.1111/j.1931-0846.2016.12219.x	Crossref
5069	10.1016/j.marpol.2018.02.004	Crossref
5070	10.1177/0022343308088812	Crossref
5071	10.1007/s11852-017-0545-1	Crossref
5072	10.1016/j.ocecoaman.2015.05.006	Crossref
5073	10.1016/j.scitotenv.2016.01.124	Crossref
5074	10.1111/1477-8947.12047	Crossref
5075	10.1126/science.283.5410.2095	Crossref
5076	10.1016/j.rsma.2015.08.015	Crossref
5077	10.1016/j.biocon.2014.05.011	Crossref
5079	10.1002/lno.11090	Crossref
5080	10.1007/s11027-015-9668-6	Crossref
5081	10.1002/ecs2.1335	Crossref
5082	10.1016/j.scitotenv.2018.11.349	Crossref
5084	10.1002/2014GB005065	Crossref
5085	10.1007/s11273-015-9466-7	Crossref
5087	10.1016/j.dsr2.2016.08.012	Crossref
5088	10.3389/fmars.2018.00258	Crossref
5089	10.1002/ece3.4663	Crossref
5090	10.1111/1365-2664.12330	Crossref
5091	10.1016/j.pecon.2017.05.003	Crossref
5092	10.1590/S1679-875920160919064sp2	Crossref
5093	10.1038/nclimate1774	Crossref
5094	10.1016/j.scitotenv.2014.05.142	Crossref
5095	10.1016/0269-7491(91)90036-V	Crossref
5096	10.1002/ece3.2758	Crossref
5097	10.1029/2018JC013959	Crossref
5098	10.3354/meps10205	Crossref
5099	10.1038/nature21399	Crossref
5100	10.1029/2008GB003421	Crossref
5101	10.1371/journal.pone.0141976	Crossref
5102	10.1093/icesjms/fsw254	Crossref
5103	10.1111/j.1526-100X.2011.00836.x	Crossref
5104	10.1038/s41586-018-0476-5	Crossref
5105	10.1242/jeb.118851	Crossref
5106	10.5194/bg-10-161-2013	Crossref
5107	10.3389/fpls.2018.00127	Crossref
5108	10.1038/nclimate2457	Crossref
5109	10.1371/journal.pone.0112379	Crossref
5110	10.1289/EHP2198	Crossref
5111	10.1002/2016GL067757	Crossref
5112	10.1016/j.marpol.2016.11.023	Crossref
5113	10.1002/2014GB004872	Crossref
5114	10.1007/s10113-013-0442-6	Crossref
5115	10.1371/journal.pone.0088308	Crossref
5116	10.1016/j.marpol.2017.03.032	Crossref
5117	10.1016/j.marpol.2017.03.031	Crossref
5118	10.1111/j.1526-100X.2009.00647.x	Crossref
5119	10.1016/j.ecoleng.2010.06.022	Crossref
5120	10.1046/j.0964-7058.2002.00352.x	Crossref
5121	10.1002/2016GB005483	Crossref
5122	10.7717/peerj.3499	Crossref
5123	10.1016/j.marpol.2016.03.014	Crossref
5124	10.1002/jgrc.20217	Crossref
5125	10.3402/ijch.v70i5.17863	Crossref
5126	10.1016/j.geoforum.2015.07.026	Crossref
5127	10.1007/s10750-017-3201-8	Crossref
5128	10.1016/j.landusepol.2015.11.018	Crossref
5130	10.1002/lno.10590	Crossref
5131	10.1016/j.aeolia.2017.08.005	Crossref
5132	10.1016/j.marpol.2014.09.013	Crossref
5133	10.1002/pan3.26	Crossref
5134	10.1002/2016JD025843	Crossref
5135	10.1016/j.ecss.2018.10.011	Crossref
5136	10.1175/2010JPO4114.1	Crossref
5137	10.1002/fee.1765	Crossref
5138	10.1002/2017GL076350	Crossref
5139	10.1023/A:1005661622966	Crossref
5140	10.1016/j.tree.2008.05.002	Crossref
5141	10.1007/s10498-016-9293-3	Crossref
5142	10.1073/pnas.1814559115	Crossref
5143	10.1073/pnas.0908322106	Crossref
5144	10.1073/pnas.1315447110	Crossref
5145	10.1111/gcb.13175	Crossref
5146	10.1007/978-94-017-7499-4_17	Crossref
5147	10.1038/nrmicro2594	Crossref
5148	10.1016/j.ecolind.2015.10.001	Crossref
5149	10.1002/2016GL068335	Crossref
5150	10.1007/s10811-016-1022-1	Crossref
5151	10.1111/gcb.13425	Crossref
5152	10.1016/j.scitotenv.2017.03.046	Crossref
5153	10.4324/9781849776608	Crossref
5154	10.1016/j.marpol.2017.05.014	Crossref
5155	10.1016/j.ocecoaman.2013.09.007	Crossref
5156	10.15351/2373-8456.1052	Crossref
5157	10.1016/j.hal.2017.04.006	Crossref
5158	10.1038/nclimate3335	Crossref
5159	10.1016/j.gloplacha.2015.12.018	Crossref
5160	10.1098/rspb.2016.0637	Crossref
5161	10.1073/pnas.1312778110	Crossref
5162	10.1007/s10113-017-1150-4	Crossref
5163	10.1007/s10818-010-9090-9	Crossref
5164	10.3389/fmars.2016.00031	Crossref
5165	10.1038/nature12269	Crossref
5166	10.1002/2013JC009069	Crossref
5167	10.1029/2012JC007909	Crossref
5168	10.1017/S0376892902000322	Crossref
5169	10.1111/gcb.12502	Crossref
5170	10.5194/bg-11-7125-2014	Crossref
5171	10.1073/pnas.1610238114	Crossref
5172	10.1017/CBO9781107415324.005	Crossref
5173	10.1126/science.1153847	Crossref
5174	10.1038/nclimate1304	Crossref
5175	10.1038/s41598-017-01091-x	Crossref
5176	10.1093/biosci/biu072	Crossref
5177	10.1038/nature16144	Crossref
5178	10.1371/journal.pone.0034539	Crossref
5179	10.1038/s41467-019-09238-2	Crossref
5180	10.1038/srep08481	Crossref
5181	10.1126/sciadv.aau3855	Crossref
5182	10.1038/nclimate3161	Crossref
5183	10.1111/ele.12474	Crossref
5185	10.1016/j.envsci.2015.04.006	Crossref
5186	10.1038/s41561-018-0226-1	Crossref
5187	10.1007/s10640-012-9611-1	Crossref
5188	10.3389/fmars.2017.00009	Crossref
5189	10.1525/elementa.203	Crossref
5190	10.1126/science.1251635	Crossref
5192	10.1002/2015GB005289	Crossref
5194	10.5194/bg-8-3025-2011	Crossref
5195	10.3389/fmars.2017.00363	Crossref
5196	10.1098/rsbl.2018.0251	Crossref
5197	10.1016/j.marchem.2014.06.004	Crossref
5199	10.1016/j.marpol.2009.08.003	Crossref
5200	10.1016/j.aquatox.2014.11.026	Crossref
5201	10.1002/2015JC011017	Crossref
5202	10.1016/j.jort.2015.06.005	Crossref
5203	10.1016/j.jembe.2017.03.006	Crossref
5204	10.1002/2013GB004728	Crossref
5205	10.1371/journal.pone.0169737	Crossref
5206	10.5194/bg-11-1413-2014	Crossref
5207	10.1038/nclimate2882	Crossref
5208	10.1038/nature08985	Crossref
5209	10.1111/ddi.12775	Crossref
5210	10.1111/j.1467-2979.2011.00450.x	Crossref
5211	10.1038/nature12859	Crossref
5212	10.1007/s00382-017-3902-8	Crossref
5213	10.1016/j.toxicon.2010.02.026	Crossref
5214	10.1038/nature18608	Crossref
5215	10.1111/ddi.12360	Crossref
5216	10.1371/journal.pone.0179302	Crossref
5217	10.1016/j.ecolecon.2014.07.028	Crossref
5218	10.1093/plankt/fbv069	Crossref
5219	10.1038/s41598-017-11075-6	Crossref
5221	10.1016/j.ocecoaman.2017.02.010	Crossref
5222	10.1098/rsif.2016.0196	Crossref
5223	10.1038/nclimate2611	Crossref
5224	10.5194/bg-11-3941-2014	Crossref
5225	10.5751/ES-04596-170205	Crossref
5226	10.1016/j.hal.2019.01.008	Crossref
5227	10.1016/j.pocean.2016.09.003	Crossref
5228	10.1016/j.foodres.2010.07.003	Crossref
5229	10.5194/gmd-11-1421-2018	Crossref
5230	10.1098/rsbl.2010.1174	Crossref
5231	10.1016/j.marenvres.2017.04.003	Crossref
5232	10.1111/gcb.13024	Crossref
5233	10.1002/lno.10637	Crossref
5234	10.1016/j.cities.2017.09.008	Crossref
5235	10.1038/nclimate3374	Crossref
5236	10.1016/j.ocecoaman.2015.11.003	Crossref
5237	10.1093/icesjms/fsy113	Crossref
5238	10.1038/s41561-017-0028-x	Crossref
5239	10.1038/nclimate3170	Crossref
5241	10.1016/j.ocecoaman.2017.10.017	Crossref
5242	10.1201/9780429435362-16	Crossref
5243	10.1111/cobi.12276	Crossref
5244	10.1016/j.marpol.2019.02.051	Crossref
5245	10.5751/ES-02405-130207	Crossref
5246	10.1371/journal.pone.0146323	Crossref
5247	10.1071/MF14216	Crossref
5248	10.1007/s00227-006-0362-9	Crossref
5249	10.1371/journal.pbio.2003446	Crossref
5250	10.1016/j.scitotenv.2018.05.235	Crossref
5251	10.1016/j.marpol.2015.12.022	Crossref
5252	10.1038/s41598-018-23925-y	Crossref
5253	10.3354/meps10532	Crossref
5254	10.1016/j.ecoleng.2015.11.007	Crossref
5255	10.2113/gsjfr.47.3.294	Crossref
5256	10.1038/srep39666	Crossref
5257	10.1038/NCLIMATE1829	Crossref
5258	10.1111/1365-2664.12562	Crossref
5259	10.1111/gcb.13647	Crossref
5261	10.5194/bg-14-5533-2017	Crossref
5262	10.1088/1748-9326/10/12/124006	Crossref
5263	10.1111/gcb.14526	Crossref
5264	10.1038/srep10016	Crossref
5265	10.2983/035.035.0403	Crossref
5266	10.1007/s00267-016-0790-3	Crossref
5267	10.1093/conphys/cox077	Crossref
5268	10.1111/geb.12767	Crossref
5269	10.1073/pnas.1610725113	Crossref
5270	10.1111/1365-2435.13310	Crossref
5271	10.1073/pnas.1609157113	Crossref
5272	10.1016/j.ocecoaman.2017.05.012	Crossref
5273	10.1002/2016JF004065	Crossref
5274	10.3390/su6074470	Crossref
5275	10.5194/os-10-547-2014	Crossref
5276	10.1016/j.oceano.2014.09.001	Crossref
5277	10.1016/j.marpol.2017.07.022	Crossref
5278	10.1371/journal.pone.0194537	Crossref
5279	10.1098/rsos.170683	Crossref
5280	10.1016/j.scitotenv.2017.03.283	Crossref
5281	10.1038/ncomms12081	Crossref
5282	10.1038/530275a	Crossref
5283	10.1038/nature14235	Crossref
5284	10.1038/srep02039	Crossref
5285	10.1002/2015GL066753	Crossref
5287	10.1038/s41586-019-0911-2	Crossref
5288	10.1029/2010JC006251	Crossref
5289	10.4319/lo.2013.58.6.2059	Crossref
5290	10.1002/ehs2.1211	Crossref
5291	10.1007/s10236-012-0552-6	Crossref
5292	10.15779/Z38M61BQ0J	DataCite
5293	10.1016/j.marpolbul.2018.06.062	Crossref
5294	10.1111/j.1365-2486.2010.02311.x	Crossref
5295	10.1029/2003GL018338	Crossref
5296	10.1175/JPO-D-13-0104.1	Crossref
5297	10.1175/JPO-D-11-0194.1	Crossref
5298	10.12774/eod_cr.july2014.watkisspetal	Crossref
5300	10.1007/s12237-016-0069-1	Crossref
5301	10.3389/fmars.2016.00048	Crossref
5302	10.1029/98JD00995	Crossref
5303	10.1038/srep19324	Crossref
5304	10.1371/journal.pone.0015323	Crossref
5305	10.1038/srep26926	Crossref
5306	10.1016/j.hal.2015.07.009	Crossref
5307	10.1016/j.dsr2.2014.10.025	Crossref
5308	10.1126/science.aad8745	Crossref
5309	10.1038/s41598-018-20009-9	Crossref
